,DAILY_STRESS,FLOW,DAILY_SHOUTING,WEEKLY_MEDITATION,AGE,GENDER,WEIGHTED_SCORE
3617,1,8,1,10,21 to 35,Female,129
3618,2,4,0,5,21 to 35,Male,103
3619,3,4,6,2,51 or more,Female,58
3620,3,7,1,8,21 to 35,Male,120
3621,5,4,7,7,Less than 20,Female,56
3622,2,1,0,8,51 or more,Female,85
3623,3,5,0,10,51 or more,Male,115
3624,0,4,2,4,21 to 35,Female,88
3625,1,2,3,7,Less than 20,Male,70
3626,3,2,3,7,21 to 35,Female,70
3627,0,2,0,10,36 to 50,Female,94
3628,3,1,1,10,21 to 35,Male,80
3629,3,1,1,3,36 to 50,Male,73
3630,0,4,1,4,51 or more,Male,95
3631,2,3,3,5,36 to 50,Female,75
3632,4,2,1,8,36 to 50,Male,85
3633,5,7,8,8,Less than 20,Female,71
3634,1,5,3,10,51 or more,Female,94
3635,4,3,7,10,51 or more,Female,52
3636,1,3,0,6,36 to 50,Male,97
3637,5,0,10,2,21 to 35,Female,2
3638,0,6,1,10,Less than 20,Female,115
3639,3,3,10,3,21 to 35,Female,24
3640,3,1,2,5,Less than 20,Female,68
3641,2,4,9,4,21 to 35,Female,39
3642,1,6,0,8,51 or more,Male,120
3643,2,2,4,3,51 or more,Female,59
3644,5,1,9,3,36 to 50,Female,17
3645,1,0,0,2,36 to 50,Female,72
3646,3,0,6,2,36 to 50,Female,30
3647,1,4,3,7,51 or more,Female,84
3648,1,7,2,10,21 to 35,Female,115
3649,1,3,2,10,36 to 50,Female,87
3650,2,3,1,6,36 to 50,Female,90
3651,1,2,0,0,36 to 50,Male,84
3652,1,2,0,0,36 to 50,Male,84
3653,4,2,2,2,21 to 35,Female,72
3654,3,1,3,5,21 to 35,Female,61
3655,2,7,5,5,21 to 35,Male,89
3656,5,1,5,5,21 to 35,Male,47
3657,2,3,1,3,21 to 35,Female,87
3658,2,5,7,4,36 to 50,Female,60
3659,5,2,0,5,36 to 50,Female,89
3660,0,3,0,7,21 to 35,Female,98
3661,1,2,1,7,21 to 35,Male,84
3662,4,2,3,10,51 or more,Female,73
3663,3,2,3,10,51 or more,Female,73
3664,0,2,3,10,21 to 35,Female,73
3665,1,3,2,10,36 to 50,Female,87
3666,2,3,2,6,51 or more,Female,83
3667,2,3,2,6,51 or more,Female,83
3668,5,3,10,5,21 to 35,Male,26
3669,5,2,1,2,51 or more,Male,79
3670,4,1,7,3,21 to 35,Female,31
3671,5,2,1,2,51 or more,Male,79
3672,2,5,0,10,36 to 50,Female,115
3673,5,2,2,2,51 or more,Male,72
3674,2,3,1,10,21 to 35,Male,94
3675,4,1,6,2,51 or more,Male,37
3676,5,0,10,1,36 to 50,Female,1
3677,1,2,6,5,36 to 50,Male,47
3678,1,1,2,1,36 to 50,Male,64
3679,5,2,5,7,21 to 35,Female,56
3680,4,3,0,8,21 to 35,Female,99
3681,3,1,7,5,36 to 50,Male,33
3682,4,2,7,10,21 to 35,Male,45
3683,0,0,0,1,21 to 35,Female,71
3684,4,5,7,3,51 or more,Female,59
3685,2,3,0,5,21 to 35,Female,96
3686,3,1,7,10,36 to 50,Female,38
3687,3,4,0,10,21 to 35,Male,108
3688,2,2,0,8,Less than 20,Female,92
3689,5,1,5,1,51 or more,Female,43
3690,5,1,2,10,Less than 20,Female,73
3691,5,9,10,5,36 to 50,Female,68
3692,1,3,0,10,51 or more,Female,101
3693,2,2,3,7,21 to 35,Male,70
3694,3,4,1,7,36 to 50,Male,98
3695,4,5,4,4,51 or more,Female,81
3696,4,1,10,10,36 to 50,Female,17
3697,2,1,0,7,21 to 35,Female,84
3698,3,1,2,3,36 to 50,Male,66
3699,3,1,2,3,36 to 50,Male,66
3700,1,1,2,5,21 to 35,Male,68
3701,3,0,2,8,21 to 35,Female,64
3702,5,0,6,1,36 to 50,Male,29
3703,5,0,6,1,36 to 50,Male,29
3704,2,4,0,6,51 or more,Female,104
3705,2,2,1,8,21 to 35,Male,85
3706,3,3,4,8,36 to 50,Female,71
3707,3,0,0,2,36 to 50,Female,72
3708,4,6,4,6,51 or more,Female,90
3709,2,2,1,2,36 to 50,Male,79
3710,2,1,6,7,21 to 35,Female,42
3711,2,2,10,7,51 or more,Female,21
3712,2,2,5,10,51 or more,Female,59
3713,3,1,5,6,21 to 35,Female,48
3714,3,6,5,5,Less than 20,Female,82
3715,5,4,0,5,51 or more,Female,103
3716,2,4,4,6,21 to 35,Female,76
3717,5,2,4,3,36 to 50,Female,59
3718,5,4,7,2,21 to 35,Female,51
3719,4,4,3,4,36 to 50,Male,81
3720,3,3,5,2,51 or more,Female,58
3721,5,4,3,5,36 to 50,Female,82
3722,2,2,4,10,36 to 50,Female,66
3723,5,1,0,7,51 or more,Male,84
3724,4,2,3,3,21 to 35,Female,66
3725,2,1,0,4,21 to 35,Male,81
3726,3,0,5,10,21 to 35,Male,45
3727,4,0,7,2,21 to 35,Female,23
3728,0,1,1,1,51 or more,Female,71
3729,5,5,2,10,21 to 35,Male,101
3730,3,0,2,6,21 to 35,Male,62
3731,5,3,2,2,36 to 50,Female,79
3732,2,3,0,10,36 to 50,Female,101
3733,2,1,1,10,21 to 35,Male,80
3734,2,3,3,7,21 to 35,Female,77
3735,3,2,1,4,21 to 35,Male,81
3736,2,5,3,10,21 to 35,Female,94
3737,3,2,4,10,51 or more,Male,66
3738,4,8,10,1,36 to 50,Female,57
3739,1,10,3,10,36 to 50,Female,129
3740,1,2,4,3,21 to 35,Female,59
3741,3,1,0,5,36 to 50,Male,82
3742,0,10,0,10,21 to 35,Male,150
3743,2,3,1,10,21 to 35,Male,94
3744,4,1,7,5,21 to 35,Male,33
3745,5,1,5,10,21 to 35,Female,52
3746,3,1,1,1,21 to 35,Female,71
3747,3,2,2,7,21 to 35,Female,77
3748,2,3,8,10,36 to 50,Female,45
3749,4,2,10,4,21 to 35,Female,18
3750,4,2,10,4,21 to 35,Female,18
3751,3,4,3,10,21 to 35,Female,87
3752,4,7,2,3,21 to 35,Female,108
3753,2,2,3,3,36 to 50,Female,66
3754,1,5,1,10,21 to 35,Male,108
3755,4,8,1,7,51 or more,Female,126
3756,3,5,4,7,36 to 50,Female,84
3757,3,2,1,5,21 to 35,Male,82
3758,3,1,0,2,21 to 35,Male,79
3759,5,1,3,10,21 to 35,Female,66
3760,3,9,2,10,21 to 35,Female,129
3761,1,2,0,10,36 to 50,Female,94
3762,2,1,3,3,Less than 20,Female,59
3763,4,4,5,10,21 to 35,Female,73
3764,5,5,8,10,21 to 35,Female,59
3765,4,7,4,7,36 to 50,Female,98
3766,3,3,3,8,21 to 35,Male,78
3767,3,3,3,8,21 to 35,Male,78
3768,4,0,1,10,51 or more,Female,73
3769,4,1,1,6,21 to 35,Male,76
3770,3,6,1,8,51 or more,Male,113
3771,2,2,5,10,36 to 50,Male,59
3772,1,2,1,8,36 to 50,Male,85
3773,1,3,0,10,51 or more,Female,101
3774,1,1,2,1,21 to 35,Male,64
3775,2,3,3,4,21 to 35,Female,74
3776,1,2,2,2,21 to 35,Female,72
3777,3,4,1,10,36 to 50,Female,101
3778,1,2,3,10,36 to 50,Male,73
3779,2,3,3,10,36 to 50,Female,80
3780,2,1,3,1,21 to 35,Female,57
3781,5,0,1,10,21 to 35,Female,73
3782,3,2,0,5,21 to 35,Male,89
3783,1,3,1,10,51 or more,Female,94
3784,2,2,1,7,51 or more,Male,84
3785,0,5,0,10,51 or more,Female,115
3786,2,7,3,7,21 to 35,Female,105
3787,5,3,3,5,36 to 50,Female,75
3788,4,1,6,4,21 to 35,Male,39
3789,2,5,1,4,21 to 35,Female,102
3790,4,1,5,5,21 to 35,Male,47
3791,3,7,2,2,36 to 50,Male,107
3792,4,2,2,10,21 to 35,Male,80
3793,2,5,10,10,21 to 35,Female,45
3794,1,6,3,1,21 to 35,Female,92
3795,3,4,10,3,36 to 50,Female,31
3796,3,3,3,5,21 to 35,Female,75
3797,1,6,3,1,21 to 35,Female,92
3798,3,4,1,10,21 to 35,Male,101
3799,1,3,0,6,51 or more,Male,97
3800,3,4,8,1,21 to 35,Female,43
3801,3,5,3,10,51 or more,Female,94
3802,1,3,1,4,Less than 20,Male,88
3803,3,3,4,6,Less than 20,Female,69
3804,2,4,3,3,36 to 50,Male,80
3805,2,10,2,5,36 to 50,Female,131
3806,2,4,1,3,21 to 35,Male,94
3807,3,7,3,7,51 or more,Male,105
3808,2,1,1,5,36 to 50,Female,75
3809,3,2,4,2,21 to 35,Male,58
3810,3,2,1,4,Less than 20,Female,81
3811,4,5,1,6,51 or more,Female,104
3812,5,3,7,10,Less than 20,Female,52
3813,2,1,3,7,21 to 35,Female,63
3814,4,2,0,0,51 or more,Female,84
3815,5,3,2,10,51 or more,Female,87
3816,3,7,0,10,36 to 50,Female,129
3817,5,1,0,1,36 to 50,Male,78
3818,4,1,8,2,36 to 50,Female,23
3819,2,4,3,7,21 to 35,Male,84
3820,3,0,0,7,36 to 50,Female,77
3821,2,2,2,7,36 to 50,Female,77
3822,1,3,1,7,36 to 50,Female,91
3823,3,5,4,10,36 to 50,Female,87
3824,3,2,4,6,21 to 35,Male,62
3825,2,3,1,6,36 to 50,Male,90
3826,3,2,1,7,36 to 50,Male,84
3827,2,4,1,9,21 to 35,Male,100
3828,0,3,0,10,21 to 35,Female,101
3829,2,0,0,10,36 to 50,Male,80
3830,3,5,4,5,21 to 35,Female,82
3831,1,1,1,1,21 to 35,Female,71
3832,1,1,1,1,21 to 35,Female,71
3833,1,3,4,10,36 to 50,Male,73
3834,0,3,0,5,51 or more,Male,96
3835,3,2,1,7,21 to 35,Female,84
3836,4,2,1,3,36 to 50,Female,80
3837,2,5,3,5,36 to 50,Female,89
3838,4,0,2,2,21 to 35,Female,58
3839,4,1,3,5,51 or more,Male,61
3840,5,7,10,2,36 to 50,Female,51
3841,2,5,1,10,36 to 50,Female,108
3842,5,4,1,7,36 to 50,Male,98
3843,3,1,10,5,36 to 50,Female,12
3844,1,2,1,9,21 to 35,Female,86
3845,4,3,1,6,21 to 35,Female,90
3846,5,2,5,2,21 to 35,Female,51
3847,2,2,2,3,36 to 50,Female,73
3848,0,2,1,10,Less than 20,Male,87
3849,3,2,1,4,21 to 35,Male,81
3850,5,0,1,7,36 to 50,Female,70
3851,4,3,4,2,36 to 50,Male,65
3852,2,3,10,10,Less than 20,Male,31
3853,3,9,1,7,51 or more,Male,133
3854,3,3,2,10,Less than 20,Female,87
3855,5,5,2,10,51 or more,Female,101
3856,4,2,3,9,21 to 35,Female,72
3857,5,2,2,2,36 to 50,Male,72
3858,3,1,4,10,51 or more,Female,59
3859,3,1,4,10,51 or more,Female,59
3860,2,2,10,10,36 to 50,Female,24
3861,5,0,7,4,21 to 35,Female,25
3862,4,1,7,7,21 to 35,Male,35
3863,4,1,1,7,21 to 35,Female,77
3864,3,1,4,10,21 to 35,Male,59
3865,2,2,1,5,36 to 50,Female,82
3866,2,3,10,6,21 to 35,Male,27
3867,3,1,3,5,21 to 35,Female,61
3868,3,2,0,2,51 or more,Female,86
3869,1,5,0,8,21 to 35,Male,113
3870,3,4,2,5,21 to 35,Male,89
3871,4,3,3,5,36 to 50,Female,75
3872,1,7,1,6,Less than 20,Male,118
3873,1,7,1,6,Less than 20,Male,118
3874,3,1,3,1,21 to 35,Male,57
3875,5,3,1,3,51 or more,Female,87
3876,2,4,1,3,51 or more,Male,94
3877,1,4,3,4,51 or more,Female,81
3878,1,4,3,5,21 to 35,Female,82
3879,2,1,3,8,21 to 35,Male,64
3880,1,2,1,10,51 or more,Male,87
3881,4,3,2,5,36 to 50,Female,82
3882,3,0,1,1,21 to 35,Male,64
3883,0,10,0,10,51 or more,Female,150
3884,1,7,0,10,Less than 20,Male,129
3885,3,2,2,10,36 to 50,Female,80
3886,5,7,5,7,36 to 50,Male,91
3887,4,2,3,9,21 to 35,Male,72
3888,4,7,2,8,36 to 50,Female,113
3889,4,2,5,6,21 to 35,Male,55
3890,4,2,4,10,51 or more,Male,66
3891,3,1,2,10,21 to 35,Female,73
3892,3,1,2,10,21 to 35,Female,73
3893,3,3,10,7,51 or more,Female,28
3894,5,1,4,5,21 to 35,Female,54
3895,3,3,3,3,21 to 35,Female,73
3896,4,2,3,5,Less than 20,Female,68
3897,3,4,4,2,21 to 35,Female,72
3898,3,2,1,6,21 to 35,Male,83
3899,3,10,3,10,51 or more,Female,129
3900,2,4,4,7,21 to 35,Female,77
3901,2,10,3,10,36 to 50,Female,129
3902,4,0,0,7,51 or more,Female,77
3903,1,0,0,2,51 or more,Female,72
3904,3,3,2,2,36 to 50,Female,79
3905,3,2,4,8,36 to 50,Female,64
3906,2,1,0,5,51 or more,Female,82
3907,2,2,0,6,21 to 35,Female,90
3908,4,3,5,7,36 to 50,Female,63
3909,3,3,1,5,36 to 50,Female,89
3910,0,3,0,10,51 or more,Female,101
3911,5,5,7,4,51 or more,Female,60
3912,5,5,7,4,51 or more,Female,60
3913,1,3,3,10,21 to 35,Female,80
3914,3,1,1,5,21 to 35,Female,75
3915,3,4,5,7,Less than 20,Female,70
3916,4,1,7,4,21 to 35,Male,32
3917,5,5,5,10,21 to 35,Male,80
3918,2,5,8,10,36 to 50,Male,59
3919,5,0,1,10,51 or more,Male,73
3920,3,4,0,6,21 to 35,Male,104
3921,5,2,0,10,51 or more,Female,94
3922,0,5,3,7,51 or more,Male,91
3923,3,5,2,10,21 to 35,Male,101
3924,3,1,3,7,21 to 35,Male,63
3925,0,2,2,7,51 or more,Female,77
3926,4,3,2,10,51 or more,Female,87
3927,0,5,3,7,51 or more,Male,91
3928,3,7,6,7,21 to 35,Female,84
3929,5,1,5,10,36 to 50,Male,52
3930,2,1,0,10,21 to 35,Female,87
3931,3,8,3,5,21 to 35,Female,110
3932,4,5,10,10,36 to 50,Female,45
3933,3,4,2,2,21 to 35,Male,86
3934,2,3,4,10,21 to 35,Male,73
3935,2,3,1,8,51 or more,Male,92
3936,4,1,1,5,36 to 50,Female,75
3937,0,10,0,7,51 or more,Female,147
3938,5,2,3,10,36 to 50,Female,73
3939,5,2,3,10,36 to 50,Female,73
3940,2,2,1,5,36 to 50,Female,82
3941,2,2,5,10,36 to 50,Female,59
3942,2,2,2,5,36 to 50,Male,75
3943,3,0,7,4,36 to 50,Male,25
3944,4,4,10,2,21 to 35,Female,30
3945,4,4,10,2,21 to 35,Female,30
3946,4,4,10,2,21 to 35,Female,30
3947,3,2,4,5,21 to 35,Female,61
3948,3,2,0,7,36 to 50,Male,91
3949,1,8,2,4,36 to 50,Female,116
3950,2,5,7,10,36 to 50,Female,66
3951,5,6,0,10,36 to 50,Male,122
3952,4,4,2,10,36 to 50,Male,94
3953,2,3,0,5,21 to 35,Female,96
3954,2,0,0,10,21 to 35,Female,80
3955,4,1,5,1,36 to 50,Female,43
3956,3,3,5,5,21 to 35,Female,61
3957,4,2,2,8,36 to 50,Female,78
3958,2,1,4,10,51 or more,Female,59
3959,1,1,0,7,51 or more,Female,84
3960,2,0,3,3,36 to 50,Female,52
3961,2,4,6,10,21 to 35,Male,66
3962,2,7,4,7,36 to 50,Male,98
3963,1,1,1,5,36 to 50,Male,75
3964,1,1,3,7,21 to 35,Male,63
3965,4,6,5,4,36 to 50,Male,81
3966,4,1,0,2,51 or more,Male,79
3967,5,1,2,3,36 to 50,Female,66
3968,3,1,3,5,21 to 35,Male,61
3969,0,10,1,7,51 or more,Female,140
3970,2,2,0,10,21 to 35,Male,94
3971,2,3,2,5,21 to 35,Female,82
3972,5,1,3,2,36 to 50,Female,58
3973,2,1,0,10,21 to 35,Male,87
3974,4,8,0,9,21 to 35,Male,135
3975,3,2,2,2,51 or more,Male,72
3976,2,1,0,1,51 or more,Female,78
3977,1,3,6,3,Less than 20,Male,52
3978,1,3,6,3,Less than 20,Male,52
3979,3,5,2,10,36 to 50,Female,101
3980,3,0,7,3,36 to 50,Female,24
3981,1,2,1,10,36 to 50,Male,87
3982,5,0,10,2,36 to 50,Male,2
3983,1,1,2,3,21 to 35,Male,66
3984,3,2,1,7,21 to 35,Female,84
3985,5,3,1,6,36 to 50,Female,90
3986,4,7,0,3,21 to 35,Female,122
3987,3,4,5,4,36 to 50,Female,67
3988,4,0,1,10,51 or more,Female,73
3989,4,1,1,7,51 or more,Female,77
3990,2,7,3,7,21 to 35,Male,105
3991,1,1,1,10,21 to 35,Female,80
3992,1,10,1,10,36 to 50,Male,143
3993,1,1,1,10,21 to 35,Female,80
3994,3,3,2,4,21 to 35,Female,81
3995,5,1,2,2,36 to 50,Male,65
3996,1,1,1,10,21 to 35,Female,80
3997,2,4,10,10,21 to 35,Male,38
3998,4,5,7,7,Less than 20,Female,63
3999,4,5,7,7,Less than 20,Female,63
4000,3,4,0,4,36 to 50,Female,102
4001,5,3,3,2,21 to 35,Female,72
4002,3,6,1,10,21 to 35,Male,115
4003,3,6,1,10,21 to 35,Male,115
4004,4,1,8,1,36 to 50,Male,22
4005,4,1,8,2,36 to 50,Male,23
4006,3,10,7,7,36 to 50,Male,98
4007,3,0,1,2,21 to 35,Male,65
4008,0,5,0,6,21 to 35,Female,111
4009,3,6,10,6,36 to 50,Female,48
4010,2,3,5,7,21 to 35,Male,63
4011,4,5,5,7,51 or more,Female,77
4012,0,8,2,10,21 to 35,Female,122
4013,2,4,2,6,21 to 35,Male,90
4014,5,1,1,7,36 to 50,Female,77
4015,1,10,1,10,51 or more,Female,143
4016,3,2,2,6,36 to 50,Female,76
4017,2,1,1,0,21 to 35,Female,70
4018,3,0,2,7,51 or more,Female,63
4019,3,2,7,4,36 to 50,Female,39
4020,4,0,0,10,51 or more,Female,80
4021,5,1,10,2,36 to 50,Male,9
4022,3,3,2,5,51 or more,Male,82
4023,3,3,1,2,51 or more,Male,86
4024,5,3,2,2,21 to 35,Male,79
4025,5,2,2,1,21 to 35,Male,71
4026,4,1,1,3,51 or more,Female,73
4027,3,2,7,4,36 to 50,Female,39
4028,2,2,2,5,51 or more,Male,75
4029,1,2,1,10,51 or more,Male,87
4030,4,10,6,7,36 to 50,Male,105
4031,4,3,1,10,51 or more,Female,94
4032,4,3,1,10,51 or more,Female,94
4033,1,2,1,10,21 to 35,Male,87
4034,3,5,9,3,51 or more,Female,45
4035,1,3,1,6,36 to 50,Female,90
4036,1,4,3,5,21 to 35,Male,82
4037,4,1,2,2,36 to 50,Female,65
4038,4,1,10,2,36 to 50,Male,9
4039,2,3,5,8,21 to 35,Female,64
4040,3,2,2,4,Less than 20,Female,74
4041,5,0,0,10,36 to 50,Male,80
4042,2,3,1,5,21 to 35,Female,89
4043,3,0,10,10,21 to 35,Male,10
4044,3,5,1,7,21 to 35,Male,105
4045,1,10,4,6,21 to 35,Male,118
4046,3,4,3,10,21 to 35,Male,87
4047,3,2,2,7,36 to 50,Female,77
4048,4,1,2,2,21 to 35,Male,65
4049,4,1,1,10,21 to 35,Female,80
4050,5,1,7,10,51 or more,Female,38
4051,2,2,6,10,21 to 35,Female,52
4052,2,2,6,10,21 to 35,Female,52
4053,2,3,4,10,36 to 50,Female,73
4054,4,5,3,6,36 to 50,Female,90
4055,4,1,3,1,21 to 35,Female,57
4056,5,2,10,5,21 to 35,Female,19
4057,2,5,7,5,21 to 35,Female,61
4058,3,5,1,3,21 to 35,Female,101
4059,3,2,3,4,36 to 50,Female,67
4060,2,4,2,10,36 to 50,Male,94
4061,4,7,3,1,21 to 35,Female,99
4062,4,0,5,7,51 or more,Female,42
4063,2,4,3,10,51 or more,Male,87
4064,1,1,2,3,36 to 50,Female,66
4065,4,1,1,10,51 or more,Male,80
4066,4,1,4,6,36 to 50,Male,55
4067,5,1,0,10,21 to 35,Female,87
4068,4,2,9,5,36 to 50,Female,26
4069,3,3,1,10,36 to 50,Female,94
4070,2,2,1,5,36 to 50,Male,82
4071,1,10,2,5,21 to 35,Male,131
4072,2,10,0,2,21 to 35,Male,142
4073,5,0,10,0,51 or more,Female,0
4074,3,10,0,5,36 to 50,Male,145
4075,5,2,4,3,21 to 35,Female,59
4076,3,0,7,3,36 to 50,Female,24
4077,2,2,0,5,51 or more,Male,89
4078,4,2,2,6,21 to 35,Female,76
4079,1,3,1,0,21 to 35,Female,84
4080,3,0,7,1,36 to 50,Female,22
4081,1,3,2,4,Less than 20,Male,81
4082,5,3,5,5,36 to 50,Female,61
4083,3,0,7,7,51 or more,Female,28
4084,2,0,2,3,21 to 35,Female,59
4085,3,2,1,7,21 to 35,Female,84
4086,3,1,4,10,21 to 35,Male,59
4087,5,4,8,10,36 to 50,Female,52
4088,5,5,5,6,51 or more,Female,76
4089,1,2,2,7,21 to 35,Male,77
4090,3,0,3,4,21 to 35,Male,53
4091,4,4,2,3,21 to 35,Male,87
4092,2,10,3,8,Less than 20,Female,127
4093,5,1,6,4,36 to 50,Female,39
4094,2,1,0,7,21 to 35,Female,84
4095,2,1,0,7,21 to 35,Female,84
4096,1,2,2,7,21 to 35,Male,77
4097,3,1,1,4,36 to 50,Female,74
4098,3,1,3,10,21 to 35,Male,66
4099,0,2,0,7,51 or more,Male,91
4100,4,2,1,3,21 to 35,Female,80
4101,5,1,9,3,21 to 35,Male,17
4102,3,3,2,9,36 to 50,Female,86
4103,3,4,4,6,36 to 50,Female,76
4104,2,4,3,3,21 to 35,Male,80
4105,5,4,3,2,21 to 35,Male,79
4106,5,3,10,3,36 to 50,Female,24
4107,4,5,9,5,21 to 35,Female,47
4108,2,4,3,3,21 to 35,Male,80
4109,5,3,3,3,21 to 35,Female,73
4110,1,4,0,5,36 to 50,Male,103
4111,5,2,3,3,36 to 50,Female,66
4112,3,5,2,4,21 to 35,Male,95
4113,3,6,0,3,36 to 50,Female,115
4114,3,2,0,7,21 to 35,Male,91
4115,3,8,1,2,36 to 50,Male,121
4116,3,5,5,3,21 to 35,Female,73
4117,3,8,8,3,21 to 35,Male,73
4118,2,3,4,9,21 to 35,Male,72
4119,4,8,2,2,21 to 35,Female,114
4120,2,5,0,3,21 to 35,Female,108
4121,3,2,6,5,21 to 35,Male,47
4122,5,4,5,10,21 to 35,Female,73
4123,3,5,9,10,21 to 35,Female,52
4124,4,2,6,4,Less than 20,Female,46
4125,2,3,2,7,36 to 50,Female,84
4126,2,7,3,7,51 or more,Female,105
4127,5,1,2,4,51 or more,Female,67
4128,2,6,6,7,21 to 35,Male,77
4129,4,2,3,4,21 to 35,Female,67
4130,4,2,1,1,21 to 35,Female,78
4131,1,5,1,10,21 to 35,Female,108
4132,5,1,5,1,36 to 50,Female,43
4133,4,0,7,10,21 to 35,Male,31
4134,2,3,4,10,21 to 35,Male,73
4135,3,9,5,9,21 to 35,Male,107
4136,2,9,4,6,Less than 20,Male,111
4137,5,1,8,10,21 to 35,Male,31
4138,5,2,1,2,51 or more,Female,79
4139,3,0,1,3,36 to 50,Male,66
4140,3,0,6,5,21 to 35,Female,33
4141,5,4,5,7,36 to 50,Male,70
4142,1,4,0,9,51 or more,Male,107
4143,3,7,4,7,21 to 35,Male,98
4144,5,2,1,10,51 or more,Male,87
4145,2,4,2,10,21 to 35,Female,94
4146,2,3,1,10,36 to 50,Female,94
4147,4,1,2,4,36 to 50,Female,67
4148,2,3,4,7,36 to 50,Male,70
4149,3,5,4,7,36 to 50,Female,84
4150,1,5,1,10,21 to 35,Male,108
4151,0,0,2,10,21 to 35,Male,66
4152,1,3,3,9,21 to 35,Male,79
4153,2,3,2,10,51 or more,Female,87
4154,3,3,3,3,51 or more,Male,73
4155,1,4,1,5,36 to 50,Male,96
4156,2,1,1,6,21 to 35,Male,76
4157,2,1,1,6,21 to 35,Male,76
4158,3,0,1,10,36 to 50,Female,73
4159,3,1,3,4,36 to 50,Female,60
4160,5,2,10,10,21 to 35,Male,24
4161,1,8,1,2,51 or more,Female,121
4162,4,5,4,3,21 to 35,Female,80
4163,3,2,3,10,36 to 50,Female,73
4164,2,8,2,4,51 or more,Female,116
4165,2,8,2,3,51 or more,Female,115
4166,4,6,7,7,51 or more,Female,70
4167,4,1,7,2,36 to 50,Female,30
4168,2,3,5,7,21 to 35,Female,63
4169,2,4,1,8,51 or more,Female,99
4170,2,1,1,7,51 or more,Male,77
4171,0,4,2,10,21 to 35,Female,94
4172,1,1,1,10,21 to 35,Male,80
4173,2,2,0,7,21 to 35,Male,91
4174,5,2,1,8,21 to 35,Male,85
4175,2,1,7,2,21 to 35,Female,30
4176,3,2,1,1,21 to 35,Female,78
4177,5,1,3,7,Less than 20,Female,63
4178,5,1,3,7,Less than 20,Female,63
4179,4,5,8,10,51 or more,Female,59
4180,2,1,1,5,21 to 35,Male,75
4181,1,7,2,10,36 to 50,Female,115
4182,2,7,1,10,51 or more,Male,122
4183,2,1,2,10,21 to 35,Male,73
4184,4,0,4,2,36 to 50,Female,44
4185,2,2,2,10,51 or more,Female,80
4186,2,3,1,3,21 to 35,Female,87
4187,2,3,1,3,21 to 35,Female,87
4188,2,1,2,10,21 to 35,Male,73
4189,2,6,1,6,36 to 50,Female,111
4190,5,3,2,7,51 or more,Female,84
4191,2,1,0,10,51 or more,Female,87
4192,5,10,5,3,36 to 50,Female,108
4193,1,7,1,10,21 to 35,Female,122
4194,4,2,1,2,36 to 50,Female,79
4195,5,2,3,1,36 to 50,Female,64
4196,3,2,0,1,36 to 50,Female,85
4197,3,2,0,1,36 to 50,Female,85
4198,3,2,0,1,36 to 50,Female,85
4199,2,2,0,1,36 to 50,Female,85
4200,1,2,1,5,21 to 35,Female,82
4201,3,8,3,6,36 to 50,Female,111
4202,4,1,0,1,36 to 50,Female,78
4203,3,1,5,4,Less than 20,Female,46
4204,2,0,4,8,21 to 35,Male,50
4205,2,10,2,6,51 or more,Female,132
4206,2,10,2,6,51 or more,Female,132
4207,3,1,4,10,51 or more,Male,59
4208,4,8,7,7,21 to 35,Male,84
4209,5,10,9,0,21 to 35,Male,77
4210,3,1,1,10,36 to 50,Male,80
4211,3,6,2,7,21 to 35,Female,105
4212,3,1,3,4,51 or more,Female,60
4213,5,0,7,7,36 to 50,Female,28
4214,2,3,2,5,51 or more,Male,82
4215,2,3,1,10,36 to 50,Female,94
4216,5,1,10,2,36 to 50,Female,9
4217,4,3,2,8,21 to 35,Male,85
4218,3,1,2,8,21 to 35,Female,71
4219,1,2,3,10,51 or more,Female,73
4220,4,5,1,7,51 or more,Female,105
4221,3,5,0,7,36 to 50,Female,112
4222,4,9,0,7,51 or more,Male,140
4223,3,5,0,7,36 to 50,Female,112
4224,2,5,1,5,36 to 50,Female,103
4225,2,1,5,4,21 to 35,Male,46
4226,2,5,3,2,36 to 50,Female,86
4227,5,1,3,7,36 to 50,Female,63
4228,0,4,1,10,51 or more,Male,101
4229,3,7,4,7,36 to 50,Female,98
4230,4,3,2,6,51 or more,Female,83
4231,4,3,5,0,21 to 35,Female,56
4232,2,2,0,10,36 to 50,Female,94
4233,5,0,4,3,21 to 35,Female,45
4234,3,1,3,7,36 to 50,Male,63
4235,4,1,3,0,36 to 50,Male,56
4236,4,3,2,5,51 or more,Female,82
4237,4,2,1,4,36 to 50,Female,81
4238,4,3,2,4,51 or more,Male,81
4239,4,3,2,6,21 to 35,Male,83
4240,1,4,2,10,51 or more,Male,94
4241,5,2,7,3,21 to 35,Female,38
4242,0,2,2,7,21 to 35,Female,77
4243,4,2,7,5,21 to 35,Female,40
4244,3,1,1,10,51 or more,Female,80
4245,3,1,1,10,51 or more,Female,80
4246,2,1,3,10,36 to 50,Male,66
4247,2,1,3,10,36 to 50,Male,66
4248,2,1,2,10,36 to 50,Male,73
4249,2,1,2,10,36 to 50,Male,73
4250,1,1,2,10,36 to 50,Male,73
4251,4,9,1,1,21 to 35,Male,127
4252,3,1,0,10,21 to 35,Male,87
4253,3,3,0,8,51 or more,Female,99
4254,5,0,5,10,51 or more,Female,45
4255,4,1,10,2,36 to 50,Female,9
